"coach_name","season","team_abbreviation","wins","losses","w_pct_rank","net_rating","net_rating_rank","off_rating","off_rating_rank","def_rating","def_rating_rank","pace_rank","pace","efg_pct_rank","efg_pct","fta_rate_rank","fta_rate","tm_tov_pct_rank","tm_tov_pct","oreb_pct_rank","oreb_pct","pct_fga_3pt_rank","pct_fga_3pt","opp_efg_pct_rank","opp_efg_pct","opp_fta_rate_rank","opp_fta_rate","opp_tov_pct_rank","opp_tov_pct","opp_oreb_pct_rank","opp_oreb_pct","opp_pct_fga_3pt_rank","opp_pct_fga_3pt"
"S. Silas (20-62)","2021-22","HOU","20","62",30,-8.3,29,108.1,26,116.4,30,2,101.16,17,0.534,1,0.284,30,0.162,20,0.265,4,0.448,29,0.554,25,0.263,12,0.139,25,0.29,19,0.402224030377
"S. Silas (17-55)","2020-21","HOU","17","55",30,-7.4,27,107,27,114.4,27,6,101.69,24,0.521,11,0.252,23,0.145,28,0.24,2,0.459,27,0.555,18,0.256,10,0.144,25,0.277,17,0.394946186242396
"M. D'Antoni (44-28)","2019-20","HOU","44","28",8,2.7,8,112.5,6,109.8,15,2,104.04,7,0.537,4,0.288,10,0.14,26,0.249,1,0.501,14,0.529,13,0.259,5,0.154,26,0.287,14,0.382759144027925
"M. D'Antoni (53-29)","2018-19","HOU","53","29",5,4.8,5,114.9,2,110.1,17,27,98.39,4,0.542,6,0.279,9,0.135,16,0.269,1,0.519,18,0.525,25,0.274,7,0.152,29,0.3,8,0.34393470306783
"M. D'Antoni (65-17)","2017-18","HOU","65","17",1,8.4,1,114.1,1,105.7,7,13,98.02,2,0.551,3,0.298,10,0.141,23,0.254,1,0.502,13,0.521,6,0.229,11,0.148,4,0.25,15,0.337038620493088
"M. D'Antoni (55-27)","2016-17","HOU","55","27",3,5.7,3,114.1,2,108.4,18,3,100.55,3,0.545,2,0.304,22,0.15,15,0.281,1,0.462,21,0.519,8,0.25,11,0.149,21,0.283,22,0.327889102388142
"K. McHale (4-7)","2015-16","HOU","4","7",24,-7.8,27,100.5,26,108.3,29,8,99.38,20,0.477,6,0.317,25,0.166,14,0.285,1,0.376,27,0.521,6,0.252,13,0.157,28,0.309,17,0.275897435897436
"J. Bickerstaff (37-34)","2015-16","HOU","37","34",14,1.2,14,108.4,6,107.2,20,7,98.27,6,0.522,1,0.357,26,0.16,6,0.298,1,0.369,20,0.515,24,0.295,2,0.169,29,0.307,29,0.32272575808064
"K. McHale (56-26)","2014-15","HOU","56","26",3,3.4,8,106,12,102.6,7,2,97.36,7,0.512,2,0.312,28,0.17,9,0.305,1,0.392,7,0.486,16,0.277,5,0.167,27,0.314,14,0.26936846627524
"K. McHale (54-28)","2013-14","HOU","54","28",5,4.6,7,109.8,4,105.2,13,6,97.27,3,0.531,1,0.386,29,0.165,12,0.306,1,0.33,8,0.489,6,0.255,25,0.143,20,0.3,15,0.261706844001108
"K. McHale (45-37)","2012-13","HOU","45","37",11,3.5,9,108.8,6,105.3,17,1,96.89,5,0.525,4,0.308,30,0.169,17,0.305,2,0.349,19,0.502,7,0.253,20,0.152,3,0.29,21,0.256600542314828
"K. McHale (34-32)","2011-12","HOU","34","32",17,0.2,18,104.2,14,104,16,11,92.82,11,0.492,28,0.235,13,0.154,15,0.309,13,0.24,17,0.49,15,0.275,16,0.156,15,0.308,4,0.209323751612309
"R. Adelman (43-39)","2010-11","HOU","43","39",14,2.3,11,110.2,4,107.9,18,8,95.14,10,0.503,14,0.299,2,0.141,10,0.315,5,0.264,15,0.5,7,0.28,27,0.143,21,0.31,1,0.179108754835936
"R. Adelman (42-40)","2009-10","HOU","42","40",16,0,16,106.8,16,106.8,17,7,94.91,20,0.494,18,0.292,16,0.151,13,0.309,4,0.265,21,0.511,10,0.281,12,0.153,12,0.301,3,0.197356828193833
"R. Adelman (53-29)","2008-09","HOU","53","29",8,4.2,6,107.1,16,102.9,4,19,91.23,13,0.501,20,0.292,20,0.154,14,0.308,5,0.254,4,0.479,2,0.257,27,0.135,6,0.286,4,0.192724573125464
"R. Adelman (55-27)","2007-08","HOU","55","27",6,4.8,9,105.4,17,100.5,2,21,91.42,17,0.492,26,0.276,12,0.15,8,0.323,7,0.255,2,0.465,14,0.29,18,0.146,5,0.289,2,0.179860479223537
"J. Van Gundy (52-30)","2006-07","HOU","52","30",5,4.9,5,104.7,15,99.7,3,21,91.7,15,0.499,25,0.292,8,0.153,23,0.287,1,0.29,1,0.466,8,0.308,24,0.154,1,0.275,11,0.206981393203137
"J. Van Gundy (34-48)","2005-06","HOU","34","48",22,-1.7,20,100.4,29,102.1,6,27,89.07,27,0.471,22,0.317,23,0.162,22,0.291,11,0.226,6,0.472,16,0.338,26,0.149,8,0.295,28,0.232171156893819
"J. Van Gundy (51-31)","2004-05","HOU","51","31",7,4.3,6,104.4,16,100.1,4,23,90.18,11,0.486,22,0.309,13,0.152,25,0.301,8,0.237,3,0.459,15,0.329,25,0.146,1,0.287,24,0.209092324458976
"J. Van Gundy (45-37)","2003-04","HOU","45","37",10,1.9,10,99.7,23,97.8,5,25,88.92,6,0.484,21,0.286,28,0.186,22,0.305,4,0.227,4,0.447,22,0.316,25,0.149,3,0.292,19,0.191569086651054
"R. Tomjanovich (43-39)","2002-03","HOU","43","39",15,1.5,13,102.4,15,100.9,10,25,90.36,13,0.474,10,0.316,23,0.17,7,0.331,9,0.196,6,0.462,5,0.27,27,0.144,5,0.302,8,0.166591827570723
"R. Tomjanovich (28-54)","2001-02","HOU","28","54",25,-5.4,25,101.6,20,106.9,27,28,89.56,21,0.465,17,0.286,12,0.155,12,0.327,6,0.223,25,0.491,1,0.236,29,0.133,21,0.325,1,0.149527272727273
"R. Tomjanovich (45-37)","2000-01","HOU","45","37",15,2.4,10,105.2,5,102.8,19,20,91.66,7,0.492,10,0.321,12,0.159,18,0.305,4,0.217,18,0.475,6,0.277,26,0.144,13,0.309,2,0.150750037130551
"R. Tomjanovich (34-48)","1999-00","HOU","34","48",21,-0.8,19,103.3,12,104.2,21,12,95.54,4,0.494,9,0.322,27,0.181,15,0.321,1,0.244,17,0.481,3,0.259,28,0.143,12,0.309,1,0.139949109414758
"R. Tomjanovich (31-19)","1998-99","HOU","31","19",7,2.5,10,103.5,5,101,15,17,90.45,1,0.506,18,0.313,23,0.178,21,0.312,1,0.241,11,0.461,3,0.257,29,0.143,11,0.322,5,0.155947775628627
"R. Tomjanovich (41-41)","1997-98","HOU","41","41",17,-0.9,18,105.9,9,106.8,25,11,92.52,6,0.496,19,0.326,17,0.17,24,0.324,1,0.256,25,0.499,4,0.279,24,0.153,9,0.328,19,0.165460186142709
"R. Tomjanovich (57-25)","1996-97","HOU","57","25",4,4.7,7,107.5,7,102.8,11,8,92.73,2,0.52,19,0.307,25,0.178,26,0.318,3,0.284,9,0.481,2,0.261,28,0.153,2,0.308,24,0.22600438276114
"R. Carlisle (47-35)","2023-24","IND","47","35",12,2.9,10,120.5,2,117.6,24,2,102.16,1,0.578,26,0.222,6,0.126,16,0.284,20,0.38,22,0.556,30,0.289,18,0.136,26,0.3,1,0.32654170062483
"R. Carlisle (35-47)","2022-23","IND","35","47",23,-3.3,25,113.8,21,117.1,26,5,101.68,16,0.545,15,0.265,22,0.146,13,0.285,8,0.413,23,0.554,25,0.287,9,0.148,30,0.315,9,0.373207701761573
"R. Carlisle (25-57)","2021-22","IND","25","57",26,-3.6,24,111.9,18,115.5,28,18,98.55,20,0.531,21,0.239,24,0.145,3,0.31,15,0.395,28,0.552,21,0.256,20,0.133,17,0.275,3,0.366749861342207
"N. Bjorkgren (34-38)","2020-21","IND","34","38",17,0.1,16,111.9,14,111.9,14,4,102.05,13,0.542,26,0.227,7,0.131,26,0.247,21,0.372,7,0.531,22,0.258,11,0.144,30,0.299,1,0.344434306569343
"N. McMillan (45-28)","2019-20","IND","45","28",7,1.9,13,109.5,19,107.5,6,22,99.41,12,0.534,30,0.216,5,0.132,27,0.243,30,0.317,5,0.511,10,0.244,13,0.147,24,0.282,12,0.380089797182226
"N. McMillan (48-34)","2018-19","IND","48","34",11,3.4,9,109.4,18,106,3,25,98.64,10,0.53,23,0.242,15,0.139,15,0.269,29,0.292,13,0.516,6,0.243,2,0.158,22,0.278,23,0.372999008358124
"N. McMillan (48-34)","2017-18","IND","48","34",8,1.3,12,108.5,11,107.3,12,21,96.84,12,0.525,26,0.222,5,0.136,15,0.271,26,0.284,19,0.527,7,0.23,2,0.16,24,0.279,25,0.358981734503092
"N. McMillan (42-40)","2016-17","IND","42","40",13,-0.2,17,107.9,16,108.1,15,18,96.59,13,0.516,19,0.261,15,0.141,26,0.255,26,0.272,15,0.512,23,0.286,6,0.153,24,0.287,26,0.345780865537704
"F. Vogel (45-37)","2015-16","IND","45","37",11,1.6,12,103.8,25,102.2,3,11,97.35,20,0.497,18,0.268,20,0.151,21,0.271,20,0.27,10,0.489,14,0.273,7,0.161,21,0.286,18,0.292301062912956
"F. Vogel (38-44)","2014-15","IND","38","44",18,0.2,17,102.9,23,102.7,8,22,93.67,23,0.484,17,0.266,16,0.148,19,0.286,19,0.255,4,0.478,22,0.288,25,0.135,2,0.265,6,0.252505896226415
"F. Vogel (56-26)","2013-14","IND","56","26",4,4.7,6,103.6,21,98.9,1,23,92.89,19,0.49,13,0.29,26,0.162,16,0.296,23,0.235,1,0.46,8,0.261,21,0.146,6,0.279,4,0.230066322770818
"F. Vogel (49-32)","2012-13","IND","49","32",8,4.4,8,103.4,19,99,1,25,90.9,22,0.479,9,0.293,29,0.165,4,0.336,11,0.245,1,0.453,9,0.26,25,0.148,15,0.299,2,0.201892744479495
"F. Vogel (42-24)","2011-12","IND","42","24",5,3.3,7,105.5,8,102.1,10,20,91.68,23,0.474,3,0.321,11,0.151,4,0.333,21,0.198,7,0.476,26,0.305,10,0.161,19,0.311,24,0.23736802413273
"J. O'Brien (17-27)","2010-11","IND","17","27",23,-1.4,20,102.7,24,104.1,10,7,95.03,21,0.486,29,0.265,21,0.156,21,0.281,4,0.275,9,0.483,21,0.318,25,0.143,6,0.284,8,0.207401270367302
"F. Vogel (20-18)","2010-11","IND","20","18",14,-0.5,17,105.6,19,106,12,3,96.05,25,0.485,4,0.341,26,0.165,10,0.316,20,0.207,9,0.49,25,0.312,13,0.147,19,0.313,10,0.208955223880597
"J. O'Brien (32-50)","2009-10","IND","32","50",21,-3,21,103,26,106,13,2,97.77,23,0.491,15,0.296,19,0.154,29,0.255,3,0.278,10,0.49,27,0.341,13,0.153,25,0.31,6,0.204363636363636
"J. O'Brien (36-46)","2008-09","IND","36","46",18,-1,18,107.2,14,108.2,20,3,97.34,15,0.501,29,0.267,14,0.148,21,0.291,9,0.244,15,0.499,27,0.354,22,0.143,11,0.293,13,0.221364033809385
"J. O'Brien (36-46)","2007-08","IND","36","46",20,-1.2,18,105.1,19,106.3,15,3,98.64,14,0.498,21,0.292,15,0.152,23,0.278,3,0.289,13,0.498,29,0.358,7,0.16,15,0.299,18,0.230453278568285
"R. Carlisle (35-47)","2006-07","IND","35","47",19,-2.5,20,101.9,30,104.4,9,10,93.43,29,0.474,14,0.324,27,0.173,8,0.321,15,0.212,11,0.491,25,0.36,5,0.167,16,0.306,3,0.183135910224439
"R. Carlisle (41-41)","2005-06","IND","41","41",14,2,9,103.1,22,101,4,19,90.85,19,0.487,12,0.344,26,0.168,14,0.304,4,0.245,2,0.464,10,0.317,24,0.149,12,0.301,3,0.166512915129151
"R. Carlisle (44-38)","2004-05","IND","44","38",14,1,13,103.7,20,102.7,11,29,88.71,18,0.476,4,0.358,21,0.16,28,0.296,4,0.255,7,0.472,23,0.35,17,0.155,10,0.313,2,0.170432845321451
"R. Carlisle (61-21)","2003-04","IND","61","21",1,6.3,3,102.5,8,96.2,3,26,88.54,16,0.471,12,0.319,13,0.162,11,0.32,8,0.203,6,0.459,12,0.291,4,0.178,5,0.294,4,0.164077669902913
"I. Thomas (48-34)","2002-03","IND","48","34",9,3.5,6,103.2,13,99.6,5,12,92.71,20,0.469,3,0.344,12,0.157,12,0.318,19,0.169,3,0.458,14,0.298,11,0.164,10,0.306,11,0.178923766816143
"I. Thomas (42-40)","2001-02","IND","42","40",15,0.4,15,102.8,16,102.4,11,9,93.13,12,0.477,4,0.328,22,0.162,19,0.302,13,0.182,9,0.469,19,0.303,19,0.152,11,0.314,12,0.176470588235294
"I. Thomas (41-41)","2000-01","IND","41","41",18,-0.2,18,100.3,15,100.5,10,23,90.89,15,0.471,12,0.312,18,0.164,22,0.297,10,0.18,2,0.452,15,0.31,25,0.147,16,0.315,14,0.167739039353584
"L. Bird (56-26)","1999-00","IND","56","26",3,5.1,5,106.8,1,101.7,13,15,94.7,1,0.503,16,0.302,7,0.149,29,0.276,4,0.224,8,0.469,5,0.261,27,0.144,13,0.309,3,0.144084789458608
"L. Bird (33-17)","1998-99","IND","33","17",4,4.3,5,106.6,1,102.2,23,25,88.16,5,0.486,16,0.318,2,0.146,22,0.31,6,0.207,9,0.46,10,0.312,28,0.147,22,0.329,9,0.161118170266836
"L. Bird (58-24)","1997-98","IND","58","24",5,6.8,5,106.3,6,99.5,5,24,89.69,4,0.502,10,0.343,6,0.158,29,0.305,10,0.165,3,0.453,12,0.325,13,0.167,17,0.343,1,0.13439776778794
"L. Brown (39-43)","1996-97","IND","39","43",17,1.3,14,104.2,15,102.9,12,21,90.44,17,0.49,2,0.374,26,0.178,12,0.338,24,0.181,7,0.48,21,0.343,14,0.171,13,0.332,25,0.226521944313355
"T. Lue (51-31)","2023-24","LAC","51","31",5,3.4,7,117.9,4,114.6,16,20,97.93,9,0.561,10,0.256,15,0.134,17,0.283,19,0.383,11,0.541,10,0.236,20,0.133,24,0.295,16,0.398188803512623
"T. Lue (44-38)","2022-23","LAC","44","38",11,0.5,17,114,17,113.6,17,21,98.84,11,0.551,11,0.278,18,0.143,21,0.273,13,0.387,14,0.543,6,0.253,24,0.13,7,0.269,14,0.378020157393345
"T. Lue (42-40)","2021-22","LAC","42","40",18,0,18,109.5,25,109.5,8,19,98.51,19,0.531,26,0.224,14,0.139,26,0.254,16,0.391,4,0.514,2,0.216,15,0.137,27,0.294,5,0.374058127018299
"T. Lue (47-25)","2020-21","LAC","47","25",5,6.1,2,116.7,3,110.6,8,28,97.63,4,0.564,27,0.222,14,0.135,12,0.27,13,0.4,8,0.531,12,0.239,18,0.132,5,0.246,11,0.376185119717178
"D. Rivers (49-23)","2019-20","LAC","49","23",4,6.3,2,113.3,2,106.9,5,8,102.16,9,0.535,2,0.295,12,0.142,10,0.278,16,0.375,3,0.506,20,0.272,23,0.137,10,0.263,23,0.395133969818294
"D. Rivers (48-34)","2018-19","LAC","48","34",11,1,13,111.4,9,110.4,19,7,102.66,12,0.529,1,0.326,19,0.141,21,0.263,27,0.295,8,0.514,27,0.288,27,0.127,21,0.278,5,0.330707610146863
"D. Rivers (42-40)","2017-18","LAC","42","40",18,0.2,17,109.4,8,109.2,19,7,99.54,10,0.527,2,0.299,18,0.147,6,0.284,23,0.314,12,0.52,20,0.259,20,0.141,27,0.282,18,0.344362574725427
"D. Rivers (51-31)","2016-17","LAC","51","31",5,4.4,4,111.8,5,107.5,12,15,96.77,4,0.537,1,0.312,6,0.133,25,0.256,9,0.329,6,0.506,13,0.274,21,0.136,6,0.267,13,0.30775825117874
"D. Rivers (53-29)","2015-16","LAC","53","29",6,4.5,5,107.2,8,102.7,5,13,96.81,5,0.524,4,0.318,3,0.133,30,0.234,9,0.324,4,0.48,25,0.296,8,0.157,27,0.303,11,0.274834437086093
"D. Rivers (56-26)","2014-15","LAC","56","26",3,6.9,2,111.6,1,104.7,16,11,95.4,2,0.533,6,0.303,2,0.129,26,0.272,3,0.322,14,0.493,29,0.312,15,0.149,9,0.284,27,0.290437361008154
"D. Rivers (57-25)","2013-14","LAC","57","25",3,7.3,2,111.3,1,104,9,8,96.66,5,0.526,2,0.353,6,0.143,20,0.288,9,0.291,5,0.484,18,0.294,8,0.158,25,0.31,12,0.257401552170164
"V. Del Negro (56-26)","2012-13","LAC","56","26",5,6.9,3,109.8,4,102.8,8,21,91.83,4,0.526,10,0.286,21,0.159,10,0.323,8,0.265,12,0.492,29,0.306,1,0.175,19,0.303,25,0.262935751133344
"V. Del Negro (40-26)","2011-12","LAC","40","26",8,2.7,10,107.5,4,104.8,18,27,89.98,7,0.502,11,0.287,3,0.147,5,0.331,5,0.269,20,0.492,29,0.329,9,0.161,16,0.308,26,0.247351902706944
"V. Del Negro (32-50)","2010-11","LAC","32","50",23,-3.2,22,104.8,22,108,19,13,93.35,16,0.496,4,0.332,29,0.174,6,0.33,11,0.23,13,0.499,26,0.324,21,0.146,20,0.308,22,0.238935406698565
"M. Dunleavy (21-28)","2009-10","LAC","21","28",21,-3.5,23,102.6,25,106.1,16,18,93.07,19,0.49,15,0.304,26,0.164,16,0.304,22,0.198,13,0.493,14,0.294,21,0.149,25,0.314,11,0.212303075768942
"K. Hughes (8-25)","2009-10","LAC","8","25",28,-11.6,30,101.9,29,113.5,29,14,93.98,22,0.493,27,0.252,30,0.173,13,0.306,8,0.253,26,0.532,5,0.263,30,0.122,11,0.288,11,0.217687074829932
"M. Dunleavy (19-63)","2008-09","LAC","19","63",28,-9.2,30,101,30,110.1,26,12,93.3,28,0.481,26,0.275,23,0.158,24,0.287,16,0.226,24,0.512,15,0.299,24,0.141,27,0.321,8,0.210286554004409
"M. Dunleavy (23-59)","2007-08","LAC","23","59",25,-7.5,28,99.9,28,107.4,19,12,93.38,30,0.465,8,0.338,16,0.153,28,0.267,26,0.167,19,0.503,16,0.314,21,0.144,13,0.297,6,0.208845577211394
"M. Dunleavy (40-42)","2006-07","LAC","40","42",16,-0.4,15,103.8,22,104.2,8,18,91.92,24,0.481,8,0.355,17,0.164,16,0.307,29,0.143,9,0.488,18,0.333,28,0.15,9,0.288,12,0.208359229334991
"M. Dunleavy (47-35)","2005-06","LAC","47","35",9,1.6,12,103.8,19,102.2,7,11,92.99,18,0.487,17,0.332,15,0.154,26,0.286,29,0.131,5,0.471,14,0.328,30,0.137,3,0.281,17,0.205935522747816
"M. Dunleavy (37-45)","2004-05","LAC","37","45",19,-0.8,18,103.8,19,104.5,12,20,90.66,17,0.477,5,0.357,26,0.171,6,0.338,30,0.105,13,0.48,11,0.308,22,0.148,12,0.313,18,0.199002719854941
"M. Dunleavy (28-54)","2003-04","LAC","28","54",25,-4.7,25,101.9,11,106.6,28,12,92.49,27,0.453,3,0.35,25,0.176,2,0.362,24,0.156,27,0.494,20,0.312,27,0.147,19,0.323,15,0.187827127261851
"A. Gentry (19-39)","2002-03","LAC","19","39",24,-3.9,22,100.2,23,104.1,22,14,92.52,23,0.463,3,0.35,25,0.175,18,0.308,12,0.184,18,0.475,8,0.282,24,0.149,25,0.33,14,0.179838207840697
"D. Johnson (8-16)","2002-03","LAC","8","16",25,-4.3,24,103.1,18,107.4,26,13,93.05,18,0.475,10,0.303,16,0.157,8,0.332,16,0.175,25,0.495,18,0.299,20,0.154,16,0.319,16,0.19175991861648
"A. Gentry (39-43)","2001-02","LAC","39","43",18,-0.4,17,104.3,10,104.7,21,19,91.21,13,0.476,10,0.304,21,0.161,3,0.349,16,0.172,14,0.477,4,0.26,27,0.14,22,0.327,7,0.166763763472182
"A. Gentry (31-51)","2000-01","LAC","31","51",22,-2.9,22,100.3,16,103.2,20,25,90.67,12,0.476,11,0.319,24,0.171,10,0.322,17,0.164,11,0.466,9,0.292,29,0.138,19,0.318,7,0.158088235294118
"C. Ford (11-34)","1999-00","LAC","11","34",28,-10.2,29,94.6,28,104.8,23,7,96.8,26,0.456,24,0.283,22,0.171,29,0.27,8,0.186,23,0.49,8,0.288,28,0.145,15,0.316,1,0.139583333333333
"J. Todd (4-33)","1999-00","LAC","4","33",29,-14,29,98.1,26,112.1,29,13,94.33,26,0.459,26,0.255,22,0.167,21,0.305,9,0.19,29,0.529,16,0.308,20,0.155,27,0.34,19,0.178019085225403
"C. Ford (9-41)","1998-99","LAC","9","41",28,-9.6,28,98.3,22,107.8,28,11,91.04,21,0.454,20,0.306,20,0.173,10,0.332,16,0.167,29,0.503,25,0.375,14,0.17,28,0.354,12,0.162519440124417
"B. Fitch (17-65)","1997-98","LAC","17","65",27,-7.7,25,101.8,18,109.6,27,6,93.74,14,0.477,22,0.306,19,0.171,20,0.33,4,0.219,23,0.498,15,0.332,27,0.15,26,0.362,2,0.135099531615925
"B. Fitch (36-46)","1996-97","LAC","36","46",18,-2.8,19,103.5,18,106.2,17,10,92.65,21,0.482,18,0.31,15,0.17,11,0.339,18,0.2,18,0.499,25,0.359,5,0.178,22,0.346,12,0.208566108007449
"D. Ham (47-35)","2023-24","LAL","47","35",12,0.6,19,115.4,15,114.8,17,4,101.38,5,0.566,2,0.276,17,0.137,29,0.244,28,0.358,18,0.55,2,0.192,21,0.131,11,0.275,22,0.404449069858202
"D. Ham (43-39)","2022-23","LAL","43","39",14,0.7,16,113.9,19,113.2,12,4,101.92,18,0.542,2,0.299,11,0.137,22,0.269,26,0.351,7,0.535,1,0.222,29,0.123,10,0.273,19,0.388542478565861
"F. Vogel (33-49)","2021-22","LAL","33","49",23,-2.9,22,110,22,112.8,21,7,100.47,15,0.537,8,0.259,19,0.142,25,0.256,19,0.388,21,0.54,23,0.257,14,0.138,21,0.28,15,0.395339439655172
"F. Vogel (42-30)","2020-21","LAL","42","30",8,2.9,8,109.8,24,106.8,1,21,98.85,18,0.536,6,0.271,28,0.152,14,0.269,22,0.363,5,0.526,11,0.237,4,0.152,7,0.252,8,0.37309114290307
"F. Vogel (52-19)","2019-20","LAL","52","19",3,5.6,5,111.7,11,106.1,3,11,101.2,5,0.542,6,0.276,23,0.149,6,0.283,23,0.358,7,0.515,16,0.263,3,0.157,11,0.263,16,0.383546145143042
"L. Walton (37-45)","2018-19","LAL","37","45",20,-1.6,22,107.4,24,108.9,13,4,103.6,14,0.527,16,0.257,28,0.15,14,0.27,17,0.342,11,0.516,7,0.245,16,0.137,19,0.275,18,0.365834428383706
"L. Walton (35-47)","2017-18","LAL","35","47",21,-1.3,21,106,23,107.3,13,3,100.9,16,0.517,9,0.264,26,0.155,8,0.279,17,0.329,10,0.514,15,0.25,23,0.14,17,0.271,14,0.334825061025224
"L. Walton (26-56)","2016-17","LAL","26","56",28,-6.7,30,105.3,24,112,30,5,99.26,22,0.501,22,0.259,27,0.153,11,0.284,19,0.295,30,0.542,17,0.279,14,0.146,18,0.283,16,0.318304267687509
"B. Scott (17-65)","2015-16","LAL","17","65",29,-9.7,29,100.7,29,110.3,30,16,96.55,30,0.46,9,0.292,11,0.142,19,0.271,14,0.29,27,0.523,17,0.277,28,0.131,22,0.288,16,0.287056813327638
"B. Scott (21-61)","2014-15","LAL","21","61",27,-7.1,27,102.3,24,109.4,29,13,95.03,26,0.473,14,0.276,5,0.138,13,0.29,26,0.22,29,0.518,28,0.311,24,0.135,7,0.28,22,0.281795511221945
"M. D'Antoni (27-55)","2013-14","LAL","27","55",25,-6,27,103.2,23,109.3,28,2,99.72,13,0.505,22,0.263,13,0.152,30,0.235,7,0.291,22,0.513,11,0.264,26,0.142,30,0.324,11,0.250748299319728
"M. Brown (1-4)","2012-13","LAL","1","4",27,-1,16,105.4,6,106.5,25,24,92.5,6,0.514,1,0.443,29,0.202,5,0.368,13,0.25,18,0.484,20,0.275,25,0.14,15,0.306,5,0.210144927536232
"B. Bickerstaff (4-1)","2012-13","LAL","4","1",5,12.2,3,109,6,96.8,4,2,95.2,11,0.502,6,0.325,13,0.16,2,0.37,7,0.272,6,0.461,1,0.174,20,0.147,18,0.315,16,0.234375
"M. D'Antoni (40-32)","2012-13","LAL","40","32",12,0.5,12,107,8,106.5,21,7,95.25,9,0.512,1,0.34,13,0.154,16,0.301,3,0.309,16,0.499,1,0.222,29,0.135,12,0.297,14,0.241532130421019
"M. Brown (41-25)","2011-12","LAL","41","25",6,1.3,13,104.5,10,103.2,12,19,91.72,13,0.491,9,0.299,20,0.162,6,0.327,18,0.209,6,0.476,1,0.213,30,0.121,3,0.281,14,0.22339119761529
"P. Jackson (57-25)","2010-11","LAL","57","25",4,6.3,3,109.6,7,103.3,6,19,91.78,11,0.502,16,0.293,3,0.141,7,0.325,16,0.22,5,0.477,1,0.236,17,0.147,19,0.308,24,0.242160278745645
"P. Jackson (57-25)","2009-10","LAL","57","25",3,4.9,6,107.6,11,102.7,3,14,93.73,15,0.496,19,0.289,5,0.141,9,0.314,12,0.227,6,0.484,1,0.26,19,0.15,7,0.292,21,0.23172514619883
"P. Jackson (65-17)","2008-09","LAL","65","17",2,7.9,3,111.4,3,103.5,6,5,95.49,6,0.513,18,0.299,5,0.14,3,0.326,17,0.217,8,0.49,9,0.283,6,0.162,16,0.302,27,0.249084249084249
"P. Jackson (57-25)","2007-08","LAL","57","25",3,7.3,3,111.7,3,104.3,5,6,96.7,4,0.525,9,0.333,10,0.145,19,0.297,6,0.257,7,0.485,9,0.284,17,0.147,14,0.298,10,0.218029051552264
"P. Jackson (42-40)","2006-07","LAL","42","40",12,-0.2,12,107.3,7,107.5,25,7,94.58,4,0.511,12,0.333,16,0.161,19,0.3,5,0.259,17,0.5,20,0.345,25,0.153,19,0.31,16,0.217591903557077
"P. Jackson (45-37)","2005-06","LAL","45","37",10,2.6,7,106.8,8,104.2,14,15,92.22,11,0.495,18,0.329,10,0.15,9,0.316,7,0.24,12,0.486,13,0.324,20,0.152,11,0.299,16,0.204979379868642
"R. Tomjanovich (24-19)","2004-05","LAL","24","19",11,0.1,17,106.1,8,106,26,17,91.86,9,0.488,10,0.336,14,0.159,16,0.321,3,0.283,9,0.474,2,0.245,30,0.125,14,0.318,26,0.210056772100568
"F. Hamblen (10-29)","2004-05","LAL","10","29",27,-6.7,29,106.7,15,113.4,30,14,92.86,18,0.482,23,0.307,11,0.149,8,0.326,5,0.264,28,0.515,11,0.317,29,0.128,21,0.323,28,0.230721585630226
"P. Jackson (56-26)","2003-04","LAL","56","26",4,4.1,7,104.2,6,100.1,8,7,93.39,7,0.481,2,0.352,5,0.146,15,0.313,22,0.167,15,0.471,15,0.296,15,0.162,7,0.299,14,0.187801204819277
"P. Jackson (50-32)","2002-03","LAL","50","32",5,2.2,12,105.6,4,103.4,19,7,93.78,8,0.486,12,0.311,11,0.153,8,0.328,8,0.199,17,0.477,19,0.317,22,0.153,11,0.307,13,0.18185873605948
"P. Jackson (58-24)","2001-02","LAL","58","24",2,7.6,2,108,2,100.4,7,6,93.32,4,0.498,7,0.313,2,0.135,16,0.311,7,0.21,2,0.453,21,0.306,20,0.149,10,0.314,19,0.185775416851114
"P. Jackson (56-26)","2000-01","LAL","56","26",2,3.5,8,107,1,103.6,22,15,92.9,2,0.498,4,0.349,9,0.154,3,0.338,9,0.191,13,0.468,14,0.31,27,0.139,11,0.309,18,0.171386647101981
"P. Jackson (67-15)","1999-00","LAL","67","15",1,9,1,105.4,5,96.4,1,13,95.04,14,0.484,3,0.347,3,0.146,12,0.324,18,0.153,1,0.443,11,0.3,24,0.152,3,0.295,16,0.167350527549824
"D. Harris (6-6)","1998-99","LAL","6","6",14,3,11,103.6,3,100.6,19,10,92.16,11,0.467,13,0.366,8,0.161,10,0.344,7,0.171,10,0.444,25,0.397,26,0.143,11,0.326,15,0.157455683003128
"B. Bertka (1-0)","1998-99","LAL","1","0",1,16.7,2,127.8,1,111.1,13,11,90,1,0.596,4,0.397,2,0.133,2,0.425,6,0.231,13,0.557,3,0.203,10,0.156,5,0.316,9,0.189873417721519
"K. Rambis (24-13)","1998-99","LAL","24","13",4,3,8,106.3,2,103.3,24,3,93.29,2,0.506,3,0.387,8,0.162,19,0.313,15,0.173,19,0.473,27,0.374,21,0.157,20,0.331,11,0.164861205145565
