"after","before","count","afterDate","beforeDate","flair"
1609545600,1609632000,307,2021-01-02,2021-01-03,"Bulls"
1609632000,1609718400,358,2021-01-03,2021-01-04,"Bulls"
1609718400,1609804800,445,2021-01-04,2021-01-05,"Bulls"
1609804800,1609891200,387,2021-01-05,2021-01-06,"Bulls"
1609891200,1609977600,646,2021-01-06,2021-01-07,"Bulls"
1609977600,1610064000,543,2021-01-07,2021-01-08,"Bulls"
1610064000,1610150400,500,2021-01-08,2021-01-09,"Bulls"
1610150400,1610236800,555,2021-01-09,2021-01-10,"Bulls"
1610236800,1610323200,358,2021-01-10,2021-01-11,"Bulls"
1610323200,1610409600,385,2021-01-11,2021-01-12,"Bulls"
1610409600,1610496000,397,2021-01-12,2021-01-13,"Bulls"
1610496000,1610582400,843,2021-01-13,2021-01-14,"Bulls"
1610582400,1610668800,531,2021-01-14,2021-01-15,"Bulls"
1610668800,1610755200,489,2021-01-15,2021-01-16,"Bulls"
1610755200,1610841600,312,2021-01-16,2021-01-17,"Bulls"
1610841600,1610928000,476,2021-01-17,2021-01-18,"Bulls"
1610928000,1611014400,375,2021-01-18,2021-01-19,"Bulls"
1611014400,1611100800,558,2021-01-19,2021-01-20,"Bulls"
1611100800,1611187200,403,2021-01-20,2021-01-21,"Bulls"
1611187200,1611273600,457,2021-01-21,2021-01-22,"Bulls"
1611273600,1611360000,509,2021-01-22,2021-01-23,"Bulls"
1611360000,1611446400,409,2021-01-23,2021-01-24,"Bulls"
1611446400,1611532800,220,2021-01-24,2021-01-25,"Bulls"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Bulls"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Bulls"
1611705600,1611792000,117,2021-01-27,2021-01-28,"Bulls"
1611792000,1611878400,339,2021-01-28,2021-01-29,"Bulls"
1611878400,1611964800,238,2021-01-29,2021-01-30,"Bulls"
1611964800,1612051200,242,2021-01-30,2021-01-31,"Bulls"
1612051200,1612137600,498,2021-01-31,2021-02-01,"Bulls"
1612137600,1612224000,272,2021-02-01,2021-02-02,"Bulls"
1612224000,1612310400,332,2021-02-02,2021-02-03,"Bulls"
1612310400,1612396800,282,2021-02-03,2021-02-04,"Bulls"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Bulls"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Bulls"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Bulls"
1612656000,1612742400,1,2021-02-07,2021-02-08,"Bulls"
1612742400,1612828800,220,2021-02-08,2021-02-09,"Bulls"
1612828800,1612915200,243,2021-02-09,2021-02-10,"Bulls"
1612915200,1613001600,374,2021-02-10,2021-02-11,"Bulls"
1613001600,1613088000,626,2021-02-11,2021-02-12,"Bulls"
1613088000,1613174400,335,2021-02-12,2021-02-13,"Bulls"
1613174400,1613260800,270,2021-02-13,2021-02-14,"Bulls"
1613260800,1613347200,270,2021-02-14,2021-02-15,"Bulls"
1613347200,1613433600,453,2021-02-15,2021-02-16,"Bulls"
1613433600,1613520000,430,2021-02-16,2021-02-17,"Bulls"
1613520000,1613606400,153,2021-02-17,2021-02-18,"Bulls"
1613606400,1613692800,643,2021-02-18,2021-02-19,"Bulls"
1613692800,1613779200,528,2021-02-19,2021-02-20,"Bulls"
1613779200,1613865600,496,2021-02-20,2021-02-21,"Bulls"
1613865600,1613952000,574,2021-02-21,2021-02-22,"Bulls"
1613952000,1614038400,509,2021-02-22,2021-02-23,"Bulls"
1614038400,1614124800,666,2021-02-23,2021-02-24,"Bulls"
1614124800,1614211200,578,2021-02-24,2021-02-25,"Bulls"
1614211200,1614297600,442,2021-02-25,2021-02-26,"Bulls"
1614297600,1614384000,441,2021-02-26,2021-02-27,"Bulls"
1614384000,1614470400,108,2021-02-27,2021-02-28,"Bulls"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Bulls"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Bulls"
1614643200,1614729600,181,2021-03-02,2021-03-03,"Bulls"
1614729600,1614816000,506,2021-03-03,2021-03-04,"Bulls"
1614816000,1614902400,439,2021-03-04,2021-03-05,"Bulls"
1614902400,1614988800,15,2021-03-05,2021-03-06,"Bulls"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Bulls"
1615075200,1615161600,41,2021-03-07,2021-03-08,"Bulls"
1615161600,1615248000,1062,2021-03-08,2021-03-09,"Bulls"
1615248000,1615334400,421,2021-03-09,2021-03-10,"Bulls"
1615334400,1615420800,437,2021-03-10,2021-03-11,"Bulls"
1615420800,1615507200,357,2021-03-11,2021-03-12,"Bulls"
1615507200,1615593600,361,2021-03-12,2021-03-13,"Bulls"
1615593600,1615680000,253,2021-03-13,2021-03-14,"Bulls"
1615680000,1615766400,240,2021-03-14,2021-03-15,"Bulls"
1615766400,1615852800,431,2021-03-15,2021-03-16,"Bulls"
1615852800,1615939200,439,2021-03-16,2021-03-17,"Bulls"
1615939200,1616025600,371,2021-03-17,2021-03-18,"Bulls"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Bulls"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Bulls"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Bulls"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Bulls"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Bulls"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Bulls"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Bulls"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Bulls"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Bulls"
1616803200,1616889600,193,2021-03-27,2021-03-28,"Bulls"
1616889600,1616976000,450,2021-03-28,2021-03-29,"Bulls"
1616976000,1617062400,399,2021-03-29,2021-03-30,"Bulls"
1617062400,1617148800,475,2021-03-30,2021-03-31,"Bulls"
1617148800,1617235200,404,2021-03-31,2021-04-01,"Bulls"
1617235200,1617321600,308,2021-04-01,2021-04-02,"Bulls"
1617321600,1617408000,325,2021-04-02,2021-04-03,"Bulls"
1617408000,1617494400,337,2021-04-03,2021-04-04,"Bulls"
1617494400,1617580800,346,2021-04-04,2021-04-05,"Bulls"
1617580800,1617667200,402,2021-04-05,2021-04-06,"Bulls"
1617667200,1617753600,411,2021-04-06,2021-04-07,"Bulls"
1617753600,1617840000,468,2021-04-07,2021-04-08,"Bulls"
1617840000,1617926400,457,2021-04-08,2021-04-09,"Bulls"
1617926400,1618012800,397,2021-04-09,2021-04-10,"Bulls"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Bulls"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Bulls"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Bulls"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Bulls"
1618358400,1618444800,269,2021-04-14,2021-04-15,"Bulls"
1618444800,1618531200,500,2021-04-15,2021-04-16,"Bulls"
1618531200,1618617600,336,2021-04-16,2021-04-17,"Bulls"
1618617600,1618704000,382,2021-04-17,2021-04-18,"Bulls"
1618704000,1618790400,351,2021-04-18,2021-04-19,"Bulls"
1618790400,1618876800,295,2021-04-19,2021-04-20,"Bulls"
1618876800,1618963200,463,2021-04-20,2021-04-21,"Bulls"
1618963200,1619049600,538,2021-04-21,2021-04-22,"Bulls"
1619049600,1619136000,499,2021-04-22,2021-04-23,"Bulls"
1619136000,1619222400,284,2021-04-23,2021-04-24,"Bulls"
1619222400,1619308800,354,2021-04-24,2021-04-25,"Bulls"
1619308800,1619395200,296,2021-04-25,2021-04-26,"Bulls"
1619395200,1619481600,292,2021-04-26,2021-04-27,"Bulls"
1619481600,1619568000,358,2021-04-27,2021-04-28,"Bulls"
1619568000,1619654400,321,2021-04-28,2021-04-29,"Bulls"
1619654400,1619740800,293,2021-04-29,2021-04-30,"Bulls"
1619740800,1619827200,189,2021-04-30,2021-05-01,"Bulls"
1619827200,1619913600,164,2021-05-01,2021-05-02,"Bulls"
1619913600,1620000000,209,2021-05-02,2021-05-03,"Bulls"
1620000000,1620086400,425,2021-05-03,2021-05-04,"Bulls"
1620086400,1620172800,464,2021-05-04,2021-05-05,"Bulls"
1620172800,1620259200,337,2021-05-05,2021-05-06,"Bulls"
1620259200,1620345600,314,2021-05-06,2021-05-07,"Bulls"
1620345600,1620432000,395,2021-05-07,2021-05-08,"Bulls"
1620432000,1620518400,539,2021-05-08,2021-05-09,"Bulls"
1620518400,1620604800,256,2021-05-09,2021-05-10,"Bulls"
1620604800,1620691200,369,2021-05-10,2021-05-11,"Bulls"
1620691200,1620777600,311,2021-05-11,2021-05-12,"Bulls"
1620777600,1620864000,287,2021-05-12,2021-05-13,"Bulls"
1620864000,1620950400,291,2021-05-13,2021-05-14,"Bulls"
1620950400,1621036800,376,2021-05-14,2021-05-15,"Bulls"
1621036800,1621123200,357,2021-05-15,2021-05-16,"Bulls"
1621123200,1621209600,455,2021-05-16,2021-05-17,"Bulls"
1621209600,1621296000,339,2021-05-17,2021-05-18,"Bulls"
1621296000,1621382400,378,2021-05-18,2021-05-19,"Bulls"
1621382400,1621468800,434,2021-05-19,2021-05-20,"Bulls"
1621468800,1621555200,914,2021-05-20,2021-05-21,"Bulls"
1621555200,1621641600,384,2021-05-21,2021-05-22,"Bulls"
1621641600,1621728000,1022,2021-05-22,2021-05-23,"Bulls"
1621728000,1621814400,990,2021-05-23,2021-05-24,"Bulls"
1621814400,1621900800,764,2021-05-24,2021-05-25,"Bulls"
1621900800,1621987200,663,2021-05-25,2021-05-26,"Bulls"
1621987200,1622073600,926,2021-05-26,2021-05-27,"Bulls"
1622073600,1622160000,887,2021-05-27,2021-05-28,"Bulls"
1622160000,1622246400,746,2021-05-28,2021-05-29,"Bulls"
1622246400,1622332800,773,2021-05-29,2021-05-30,"Bulls"
1622332800,1622419200,748,2021-05-30,2021-05-31,"Bulls"
1622419200,1622505600,604,2021-05-31,2021-06-01,"Bulls"
1622505600,1622592000,580,2021-06-01,2021-06-02,"Bulls"
1622592000,1622678400,1350,2021-06-02,2021-06-03,"Bulls"
1622678400,1622764800,817,2021-06-03,2021-06-04,"Bulls"
1622764800,1622851200,2041,2021-06-04,2021-06-05,"Bulls"
1622851200,1622937600,826,2021-06-05,2021-06-06,"Bulls"
1622937600,1623024000,1188,2021-06-06,2021-06-07,"Bulls"
1623024000,1623110400,615,2021-06-07,2021-06-08,"Bulls"
1623110400,1623196800,934,2021-06-08,2021-06-09,"Bulls"
1623196800,1623283200,722,2021-06-09,2021-06-10,"Bulls"
1623283200,1623369600,520,2021-06-10,2021-06-11,"Bulls"
1623369600,1623456000,804,2021-06-11,2021-06-12,"Bulls"
1623456000,1623542400,528,2021-06-12,2021-06-13,"Bulls"
1623542400,1623628800,544,2021-06-13,2021-06-14,"Bulls"
1623628800,1623715200,696,2021-06-14,2021-06-15,"Bulls"
1623715200,1623801600,586,2021-06-15,2021-06-16,"Bulls"
1606780800,1606867200,211,2020-12-01,2020-12-02,"Cavaliers"
1606867200,1606953600,297,2020-12-02,2020-12-03,"Cavaliers"
1606953600,1607040000,219,2020-12-03,2020-12-04,"Cavaliers"
1607040000,1607126400,243,2020-12-04,2020-12-05,"Cavaliers"
1607126400,1607212800,196,2020-12-05,2020-12-06,"Cavaliers"
1607212800,1607299200,188,2020-12-06,2020-12-07,"Cavaliers"
1607299200,1607385600,323,2020-12-07,2020-12-08,"Cavaliers"
1607385600,1607472000,312,2020-12-08,2020-12-09,"Cavaliers"
1607472000,1607558400,251,2020-12-09,2020-12-10,"Cavaliers"
1607558400,1607644800,269,2020-12-10,2020-12-11,"Cavaliers"
1607644800,1607731200,317,2020-12-11,2020-12-12,"Cavaliers"
1607731200,1607817600,259,2020-12-12,2020-12-13,"Cavaliers"
1607817600,1607904000,304,2020-12-13,2020-12-14,"Cavaliers"
1607904000,1607990400,279,2020-12-14,2020-12-15,"Cavaliers"
1607990400,1608076800,300,2020-12-15,2020-12-16,"Cavaliers"
1608076800,1608163200,249,2020-12-16,2020-12-17,"Cavaliers"
1608163200,1608249600,256,2020-12-17,2020-12-18,"Cavaliers"
1608249600,1608336000,234,2020-12-18,2020-12-19,"Cavaliers"
1608336000,1608422400,269,2020-12-19,2020-12-20,"Cavaliers"
1608422400,1608508800,239,2020-12-20,2020-12-21,"Cavaliers"
1608508800,1608595200,204,2020-12-21,2020-12-22,"Cavaliers"
1608595200,1608681600,180,2020-12-22,2020-12-23,"Cavaliers"
1608681600,1608768000,528,2020-12-23,2020-12-24,"Cavaliers"
1608768000,1608854400,413,2020-12-24,2020-12-25,"Cavaliers"
1608854400,1608940800,300,2020-12-25,2020-12-26,"Cavaliers"
1608940800,1609027200,343,2020-12-26,2020-12-27,"Cavaliers"
1609027200,1609113600,555,2020-12-27,2020-12-28,"Cavaliers"
1609113600,1609200000,767,2020-12-28,2020-12-29,"Cavaliers"
1609200000,1609286400,365,2020-12-29,2020-12-30,"Cavaliers"
1609286400,1609372800,423,2020-12-30,2020-12-31,"Cavaliers"
1609372800,1609459200,324,2020-12-31,2021-01-01,"Cavaliers"
1609459200,1609545600,136,2021-01-01,2021-01-02,"Cavaliers"
1609545600,1609632000,212,2021-01-02,2021-01-03,"Cavaliers"
1609632000,1609718400,390,2021-01-03,2021-01-04,"Cavaliers"
1609718400,1609804800,253,2021-01-04,2021-01-05,"Cavaliers"
1609804800,1609891200,248,2021-01-05,2021-01-06,"Cavaliers"
1609891200,1609977600,213,2021-01-06,2021-01-07,"Cavaliers"
1609977600,1610064000,349,2021-01-07,2021-01-08,"Cavaliers"
1610064000,1610150400,509,2021-01-08,2021-01-09,"Cavaliers"
1610150400,1610236800,148,2021-01-09,2021-01-10,"Cavaliers"
1610236800,1610323200,134,2021-01-10,2021-01-11,"Cavaliers"
1610323200,1610409600,180,2021-01-11,2021-01-12,"Cavaliers"
1610409600,1610496000,279,2021-01-12,2021-01-13,"Cavaliers"
1610496000,1610582400,918,2021-01-13,2021-01-14,"Cavaliers"
1610582400,1610668800,645,2021-01-14,2021-01-15,"Cavaliers"
1610668800,1610755200,365,2021-01-15,2021-01-16,"Cavaliers"
1610755200,1610841600,339,2021-01-16,2021-01-17,"Cavaliers"
1610841600,1610928000,294,2021-01-17,2021-01-18,"Cavaliers"
1610928000,1611014400,379,2021-01-18,2021-01-19,"Cavaliers"
1611014400,1611100800,442,2021-01-19,2021-01-20,"Cavaliers"
1611100800,1611187200,286,2021-01-20,2021-01-21,"Cavaliers"
1611187200,1611273600,1691,2021-01-21,2021-01-22,"Cavaliers"
1611273600,1611360000,566,2021-01-22,2021-01-23,"Cavaliers"
1611360000,1611446400,850,2021-01-23,2021-01-24,"Cavaliers"
1611446400,1611532800,193,2021-01-24,2021-01-25,"Cavaliers"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Cavaliers"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Cavaliers"
1611705600,1611792000,168,2021-01-27,2021-01-28,"Cavaliers"
1611792000,1611878400,397,2021-01-28,2021-01-29,"Cavaliers"
1611878400,1611964800,205,2021-01-29,2021-01-30,"Cavaliers"
1611964800,1612051200,144,2021-01-30,2021-01-31,"Cavaliers"
1612051200,1612137600,260,2021-01-31,2021-02-01,"Cavaliers"
1612137600,1612224000,277,2021-02-01,2021-02-02,"Cavaliers"
1612224000,1612310400,387,2021-02-02,2021-02-03,"Cavaliers"
1612310400,1612396800,279,2021-02-03,2021-02-04,"Cavaliers"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Cavaliers"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Cavaliers"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Cavaliers"
1612656000,1612742400,8,2021-02-07,2021-02-08,"Cavaliers"
1612742400,1612828800,193,2021-02-08,2021-02-09,"Cavaliers"
1612828800,1612915200,181,2021-02-09,2021-02-10,"Cavaliers"
1612915200,1613001600,334,2021-02-10,2021-02-11,"Cavaliers"
1613001600,1613088000,322,2021-02-11,2021-02-12,"Cavaliers"
1613088000,1613174400,211,2021-02-12,2021-02-13,"Cavaliers"
1613174400,1613260800,254,2021-02-13,2021-02-14,"Cavaliers"
1613260800,1613347200,216,2021-02-14,2021-02-15,"Cavaliers"
1613347200,1613433600,535,2021-02-15,2021-02-16,"Cavaliers"
1613433600,1613520000,438,2021-02-16,2021-02-17,"Cavaliers"
1613520000,1613606400,157,2021-02-17,2021-02-18,"Cavaliers"
1613606400,1613692800,227,2021-02-18,2021-02-19,"Cavaliers"
1613692800,1613779200,361,2021-02-19,2021-02-20,"Cavaliers"
1613779200,1613865600,170,2021-02-20,2021-02-21,"Cavaliers"
1613865600,1613952000,299,2021-02-21,2021-02-22,"Cavaliers"
1613952000,1614038400,357,2021-02-22,2021-02-23,"Cavaliers"
1614038400,1614124800,313,2021-02-23,2021-02-24,"Cavaliers"
1614124800,1614211200,358,2021-02-24,2021-02-25,"Cavaliers"
1614211200,1614297600,439,2021-02-25,2021-02-26,"Cavaliers"
1614297600,1614384000,249,2021-02-26,2021-02-27,"Cavaliers"
1614384000,1614470400,68,2021-02-27,2021-02-28,"Cavaliers"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Cavaliers"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Cavaliers"
1614643200,1614729600,141,2021-03-02,2021-03-03,"Cavaliers"
1614729600,1614816000,352,2021-03-03,2021-03-04,"Cavaliers"
1614816000,1614902400,387,2021-03-04,2021-03-05,"Cavaliers"
1614902400,1614988800,2,2021-03-05,2021-03-06,"Cavaliers"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Cavaliers"
1615075200,1615161600,23,2021-03-07,2021-03-08,"Cavaliers"
1615161600,1615248000,547,2021-03-08,2021-03-09,"Cavaliers"
1615248000,1615334400,354,2021-03-09,2021-03-10,"Cavaliers"
1615334400,1615420800,407,2021-03-10,2021-03-11,"Cavaliers"
1615420800,1615507200,248,2021-03-11,2021-03-12,"Cavaliers"
1615507200,1615593600,291,2021-03-12,2021-03-13,"Cavaliers"
1615593600,1615680000,310,2021-03-13,2021-03-14,"Cavaliers"
1615680000,1615766400,175,2021-03-14,2021-03-15,"Cavaliers"
1615766400,1615852800,232,2021-03-15,2021-03-16,"Cavaliers"
1615852800,1615939200,364,2021-03-16,2021-03-17,"Cavaliers"
1615939200,1616025600,210,2021-03-17,2021-03-18,"Cavaliers"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Cavaliers"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Cavaliers"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Cavaliers"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Cavaliers"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Cavaliers"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Cavaliers"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Cavaliers"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Cavaliers"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Cavaliers"
1616803200,1616889600,80,2021-03-27,2021-03-28,"Cavaliers"
1616889600,1616976000,328,2021-03-28,2021-03-29,"Cavaliers"
1616976000,1617062400,266,2021-03-29,2021-03-30,"Cavaliers"
1617062400,1617148800,243,2021-03-30,2021-03-31,"Cavaliers"
1617148800,1617235200,245,2021-03-31,2021-04-01,"Cavaliers"
1617235200,1617321600,157,2021-04-01,2021-04-02,"Cavaliers"
1617321600,1617408000,191,2021-04-02,2021-04-03,"Cavaliers"
1617408000,1617494400,248,2021-04-03,2021-04-04,"Cavaliers"
1617494400,1617580800,187,2021-04-04,2021-04-05,"Cavaliers"
1617580800,1617667200,184,2021-04-05,2021-04-06,"Cavaliers"
1617667200,1617753600,322,2021-04-06,2021-04-07,"Cavaliers"
1617753600,1617840000,157,2021-04-07,2021-04-08,"Cavaliers"
1617840000,1617926400,217,2021-04-08,2021-04-09,"Cavaliers"
1617926400,1618012800,197,2021-04-09,2021-04-10,"Cavaliers"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Cavaliers"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Cavaliers"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Cavaliers"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Cavaliers"
1618358400,1618444800,155,2021-04-14,2021-04-15,"Cavaliers"
1618444800,1618531200,233,2021-04-15,2021-04-16,"Cavaliers"
1618531200,1618617600,204,2021-04-16,2021-04-17,"Cavaliers"
1618617600,1618704000,124,2021-04-17,2021-04-18,"Cavaliers"
1618704000,1618790400,200,2021-04-18,2021-04-19,"Cavaliers"
1618790400,1618876800,152,2021-04-19,2021-04-20,"Cavaliers"
1618876800,1618963200,270,2021-04-20,2021-04-21,"Cavaliers"
1618963200,1619049600,263,2021-04-21,2021-04-22,"Cavaliers"
1619049600,1619136000,349,2021-04-22,2021-04-23,"Cavaliers"
1619136000,1619222400,197,2021-04-23,2021-04-24,"Cavaliers"
1619222400,1619308800,185,2021-04-24,2021-04-25,"Cavaliers"
1619308800,1619395200,136,2021-04-25,2021-04-26,"Cavaliers"
1619395200,1619481600,267,2021-04-26,2021-04-27,"Cavaliers"
1619481600,1619568000,363,2021-04-27,2021-04-28,"Cavaliers"
1619568000,1619654400,243,2021-04-28,2021-04-29,"Cavaliers"
1619654400,1619740800,198,2021-04-29,2021-04-30,"Cavaliers"
1619740800,1619827200,229,2021-04-30,2021-05-01,"Cavaliers"
1619827200,1619913600,123,2021-05-01,2021-05-02,"Cavaliers"
1619913600,1620000000,148,2021-05-02,2021-05-03,"Cavaliers"
1620000000,1620086400,286,2021-05-03,2021-05-04,"Cavaliers"
1620086400,1620172800,343,2021-05-04,2021-05-05,"Cavaliers"
1620172800,1620259200,263,2021-05-05,2021-05-06,"Cavaliers"
1620259200,1620345600,267,2021-05-06,2021-05-07,"Cavaliers"
1620345600,1620432000,277,2021-05-07,2021-05-08,"Cavaliers"
1620432000,1620518400,215,2021-05-08,2021-05-09,"Cavaliers"
1620518400,1620604800,142,2021-05-09,2021-05-10,"Cavaliers"
1620604800,1620691200,240,2021-05-10,2021-05-11,"Cavaliers"
1620691200,1620777600,186,2021-05-11,2021-05-12,"Cavaliers"
1620777600,1620864000,238,2021-05-12,2021-05-13,"Cavaliers"
1620864000,1620950400,271,2021-05-13,2021-05-14,"Cavaliers"
1620950400,1621036800,226,2021-05-14,2021-05-15,"Cavaliers"
1621036800,1621123200,151,2021-05-15,2021-05-16,"Cavaliers"
1621123200,1621209600,216,2021-05-16,2021-05-17,"Cavaliers"
1621209600,1621296000,270,2021-05-17,2021-05-18,"Cavaliers"
1621296000,1621382400,230,2021-05-18,2021-05-19,"Cavaliers"
1621382400,1621468800,457,2021-05-19,2021-05-20,"Cavaliers"
1621468800,1621555200,1090,2021-05-20,2021-05-21,"Cavaliers"
1621555200,1621641600,244,2021-05-21,2021-05-22,"Cavaliers"
1621641600,1621728000,688,2021-05-22,2021-05-23,"Cavaliers"
1621728000,1621814400,678,2021-05-23,2021-05-24,"Cavaliers"
1621814400,1621900800,515,2021-05-24,2021-05-25,"Cavaliers"
1621900800,1621987200,412,2021-05-25,2021-05-26,"Cavaliers"
1621987200,1622073600,783,2021-05-26,2021-05-27,"Cavaliers"
1622073600,1622160000,386,2021-05-27,2021-05-28,"Cavaliers"
1622160000,1622246400,571,2021-05-28,2021-05-29,"Cavaliers"
1622246400,1622332800,492,2021-05-29,2021-05-30,"Cavaliers"
1622332800,1622419200,470,2021-05-30,2021-05-31,"Cavaliers"
1622419200,1622505600,420,2021-05-31,2021-06-01,"Cavaliers"
1622505600,1622592000,363,2021-06-01,2021-06-02,"Cavaliers"
1622592000,1622678400,665,2021-06-02,2021-06-03,"Cavaliers"
1622678400,1622764800,402,2021-06-03,2021-06-04,"Cavaliers"
1622764800,1622851200,1024,2021-06-04,2021-06-05,"Cavaliers"
1622851200,1622937600,416,2021-06-05,2021-06-06,"Cavaliers"
1622937600,1623024000,548,2021-06-06,2021-06-07,"Cavaliers"
1623024000,1623110400,273,2021-06-07,2021-06-08,"Cavaliers"
1623110400,1623196800,417,2021-06-08,2021-06-09,"Cavaliers"
1623196800,1623283200,450,2021-06-09,2021-06-10,"Cavaliers"
1623283200,1623369600,348,2021-06-10,2021-06-11,"Cavaliers"
1623369600,1623456000,599,2021-06-11,2021-06-12,"Cavaliers"
1623456000,1623542400,325,2021-06-12,2021-06-13,"Cavaliers"
1623542400,1623628800,373,2021-06-13,2021-06-14,"Cavaliers"
1623628800,1623715200,449,2021-06-14,2021-06-15,"Cavaliers"
1623715200,1623801600,355,2021-06-15,2021-06-16,"Cavaliers"
1606780800,1606867200,821,2020-12-01,2020-12-02,"Celtics"
1606867200,1606953600,927,2020-12-02,2020-12-03,"Celtics"
1606953600,1607040000,613,2020-12-03,2020-12-04,"Celtics"
